"CustomID","OBJECTID","Shape","DEPCODE","Country","State","County","City","Cases"
"53Davenport",141,"Point",53,"USA","Florida","Polk","Davenport","770"
"53Dundee",152,"Point",53,"USA","Florida","Polk","Dundee","34"
"53Eagle Lake",167,"Point",53,"USA","Florida","Polk","Eagle Lake","53"
"53Eaton Park",165,"Point",53,"USA","Florida","Polk","Eaton Park","5"
"53Eloise",1687,"Point",53,"USA","Florida","Polk","Eloise","6"
"53Eva",593,"Point",53,"USA","Florida","Polk","Eva","0"
"53Fort Meade",285,"Point",53,"USA","Florida","Polk","Fort Meade","182"
"53Frostproof",282,"Point",53,"USA","Florida","Polk","Frostproof","185"
"53Fruit Cove",1701,"Point",53,"USA","Florida","Polk","Fruit Cove","0"
"53Fussels Corner",616,"Point",53,"USA","Florida","Polk","Fussels Corner","0"
"53Gibsonia",148,"Point",53,"USA","Florida","Polk","Gibsonia","1"
"53Haines City",145,"Point",53,"USA","Florida","Polk","Haines City","727"
"53Highland City",170,"Point",53,"USA","Florida","Polk","Highland City","5"
"53Highland Park",633,"Point",53,"USA","Florida","Polk","Highland Park","0"
"53Hillcrest Heights",741,"Point",53,"USA","Florida","Polk","Hillcrest Heights","0"
"53Homeland",281,"Point",53,"USA","Florida","Polk","Homeland","4"
"53Indian Lake Estates",612,"Point",53,"USA","Florida","Polk","Indian Lake Estates","4"
"53Jan Phyl Village",621,"Point",53,"USA","Florida","Polk","Jan Phyl Village","0"
"53Kathleen",149,"Point",53,"USA","Florida","Polk","Kathleen","6"
"53Kissimmee",1688,"Point",53,"USA","Florida","Polk","Kissimmee","401"
"53Lake Alfred",146,"Point",53,"USA","Florida","Polk","Lake Alfred","108"
"53Lake Hamilton",150,"Point",53,"USA","Florida","Polk","Lake Hamilton","26"
"53Lake Of The Hills",629,"Point",53,"USA","Florida","Polk","Lake Of The Hills","0"
"53Lake Wales",172,"Point",53,"USA","Florida","Polk","Lake Wales","346"
"53Lakeland",164,"Point",53,"USA","Florida","Polk","Lakeland","2888"
"53Lakeland Highlands",628,"Point",53,"USA","Florida","Polk","Lakeland Highlands","0"
"53Loughman",598,"Point",53,"USA","Florida","Polk","Loughman","1"
"53Medulla",626,"Point",53,"USA","Florida","Polk","Medulla","0"
"53Mulberry",275,"Point",53,"USA","Florida","Polk","Mulberry","329"
"53Pembroke",749,"Point",53,"USA","Florida","Polk","Pembroke","0"
"53Poinciana",1689,"Point",53,"USA","Florida","Polk","Poinciana","25"
"53Polk City",1690,"Point",53,"USA","Florida","Polk","Polk City","268"
"53River Ranch",1691,"Point",53,"USA","Florida","Polk","River Ranch","1"
"53Wahneta",166,"Point",53,"USA","Florida","Polk","Wahneta","5"
"53Waverly",161,"Point",53,"USA","Florida","Polk","Waverly","13"
"53West Frostproof",751,"Point",53,"USA","Florida","Polk","West Frostproof","0"
"53West Lake Wales",631,"Point",53,"USA","Florida","Polk","West Lake Wales","0"
"53Willow Oak",736,"Point",53,"USA","Florida","Polk","Willow Oak","0"
"53Winston",619,"Point",53,"USA","Florida","Polk","Winston","0"
"53Winter Haven",158,"Point",53,"USA","Florida","Polk","Winter Haven","2010"
"54Ankona",764,"Point",54,"USA","Florida","Putnam","Ankona","0"
"54Armstrong",927,"Point",54,"USA","Florida","Putnam","Armstrong","0"
"54Bardin",1381,"Point",54,"USA","Florida","Putnam","Bardin","0"
"54Baywood",1380,"Point",54,"USA","Florida","Putnam","Baywood","0"
"54Bostwick",926,"Point",54,"USA","Florida","Putnam","Bostwick","1"
"54Butler Beach",915,"Point",54,"USA","Florida","Putnam","Butler Beach","0"
"54Crescent Beach",920,"Point",54,"USA","Florida","Putnam","Crescent Beach","0"
"54Crescent City",479,"Point",54,"USA","Florida","Putnam","Crescent City","218"
"54Crossley",1383,"Point",54,"USA","Florida","Putnam","Crossley","0"
"54Durbin",871,"Point",54,"USA","Florida","Putnam","Durbin","0"
"54East Palatka",457,"Point",54,"USA","Florida","Putnam","East Palatka","52"
"54Florahome",455,"Point",54,"USA","Florida","Putnam","Florahome","8"
"54Fort Pierce",290,"Point",54,"USA","Florida","Putnam","Fort Pierce","0"
"54Fruit Cove",418,"Point",54,"USA","Florida","Putnam","Fruit Cove","0"
"54Fruitland",1695,"Point",54,"USA","Florida","Putnam","Fruitland","0"
"54Georgetown",981,"Point",54,"USA","Florida","Putnam","Georgetown","7"
"54Hastings",449,"Point",54,"USA","Florida","Putnam","Hastings","0"
"54Hawthorne",1692,"Point",54,"USA","Florida","Putnam","Hawthorne","2"
"54Hilden",877,"Point",54,"USA","Florida","Putnam","Hilden","0"
"54Hollister",1382,"Point",54,"USA","Florida","Putnam","Hollister","11"
"54Indian River Estates",767,"Point",54,"USA","Florida","Putnam","Indian River Estates","0"
"54Indrio",746,"Point",54,"USA","Florida","Putnam","Indrio","0"
"54Interlachen",464,"Point",54,"USA","Florida","Putnam","Interlachen","40"
"54Lake Como",1693,"Point",54,"USA","Florida","<Null>","Lake Como","2"
"54Lakewood Park",748,"Point",54,"USA","Florida","Putnam","Lakewood Park","0"
"54Lundy",948,"Point",54,"USA","Florida","Putnam","Lundy","0"
"54Melrose",1696,"Point",54,"USA","Florida","Putnam","Melrose","27"
"54Nashua",1694,"Point",54,"USA","Florida","Putman","Nashua","0"
"54Palatka",460,"Point",54,"USA","Florida","Putnam","Palatka","490"
"54Palm Valley",859,"Point",54,"USA","Florida","Putnam","Palm Valley","0"
"54Pomona Park",473,"Point",54,"USA","Florida","Putnam","Pomona Park","39"
"54Ponte Vedra Beach",401,"Point",54,"USA","Florida","Putnam","Ponte Vedra Beach","0"
"54Port Saint Lucie",313,"Point",54,"USA","Florida","Putnam","Port Saint Lucie","0"
"54Putnam Hall",943,"Point",54,"USA","Florida","Putnam","Putnam Hall","0"
"54River Park",769,"Point",54,"USA","Florida","Putnam","River Park","0"
"54Saint Augustine",434,"Point",54,"USA","Florida","Putnam","Saint Augustine","0"
"54Saint Augustine Beach",909,"Point",54,"USA","Florida","Putnam","Saint Augustine Beach","0"
"54Saint Augustine Shores",914,"Point",54,"USA","Florida","Putnam","Saint Augustine Shores","0"
"54Saint Lucie",750,"Point",54,"USA","Florida","Putnam","Saint Lucie","0"
"54San Mateo",1385,"Point",54,"USA","Florida","Putnam","San Mateo","13"
"54Satsuma",468,"Point",54,"USA","Florida","Putnam","Satsuma","34"
"54Sawgrass",857,"Point",54,"USA","Florida","Putnam","Sawgrass","0"
"54South Ponte Vedra Beach",888,"Point",54,"USA","Florida","Putnam","South Ponte Vedra Beach","0"
"54Summer Haven",931,"Point",54,"USA","Florida","Putnam","Summer Haven","0"
"54Vermont Heights",919,"Point",54,"USA","Florida","Putnam","Vermont Heights","0"
"54Viking",742,"Point",54,"USA","Florida","Putnam","Viking","0"
"54Vilano Beach",898,"Point",54,"USA","Florida","Putnam","Vilano Beach","0"
"54Villano Beach",897,"Point",54,"USA","Florida","Putnam","Villano Beach","0"
"54Walton",768,"Point",54,"USA","Florida","Putnam","Walton","0"
"54Welaka",476,"Point",54,"USA","Florida","Putnam","Welaka","13"
"54White City",763,"Point",54,"USA","Florida","Putnam","White City","0"
"54Yelvington",946,"Point",54,"USA","Florida","Putnam","Yelvington","0"
"55Anastasia",1390,"Point",55,"USA","Florida","St. Johns","Anastasia","0"
"55Butler Beach",1376,"Point",55,"USA","Florida","St Johns","Butler Beach","0"
"55Byrd",1378,"Point",55,"USA","Florida","St Johns","Byrd","0"
"55College Park",1371,"Point",55,"USA","Florida","St Johns","College Park","0"
"55Dupont Center",1375,"Point",55,"USA","Florida","St Johns","Dupont Center","0"
"55Elkton",1698,"Point",55,"USA","Florida","St Johns","Elkton","24"
"55Fruit Cove",1163,"Point",55,"USA","Florida","St. Johns","Fruit Cove","8"
"55Hastings",1386,"Point",55,"USA","Florida","St. Johns","Hastings","40"
"55Jacksonville",1697,"Point",55,"USA","Florida","St Johns","Jacksonville","129"
"55Molasses Junction",1699,"Point",55,"USA","Florida","St Johns","Molasses Junction","0"
"55Myrtle Island",1379,"Point",55,"USA","Florida","St Johns","Myrtle Island","0"
"55Orangedale",1369,"Point",55,"USA","Florida","St Johns","Orangedale","0"
"55Pointe Verde",1702,"Point",55,"USA","Florida","St Johns","Pointe Verde","0"
"55Ponte Verda Beach",1370,"Point",55,"USA","Florida","St Johns","Ponte Verda Beach","0"
"55Saint Augustine",1703,"Point",55,"USA","Florida","St Johns","Saint Augustine","1197"
"55Spuds",1377,"Point",55,"USA","Florida","St Johns","Spuds","0"
"55St Augustine Shores",1700,"Point",55,"USA","Florida","St Johns","St Augustine Shores","0"
"55St. Augustine",1374,"Point",55,"USA","Florida","St Johns","St. Augustine","0"
"55St. Augustine South",1372,"Point",55,"USA","Florida","St Johns","St. Augustine South","0"
"55Switzerland",1368,"Point",55,"USA","Florida","St Johns","Switzerland","1"
"55Vilano Beach",1373,"Point",55,"USA","Florida","St Johns","Vilano Beach","0"
"56Fort Pierce",1704,"Point",56,"USA","Florida","St Lucie","Fort Pierce","1294"
"56Hutchinson Island",1706,"Point",56,"USA","Florida","St Lucie","Hutchinson Island","1"
"56Okeechobee",1705,"Point",56,"USA","Florida","St Lucie","Okeechobee","1"
"56Port Saint Lucie",1707,"Point",56,"USA","Florida","St Lucie","Port Saint Lucie","2198"
"57Allentown",1431,"Point",57,"USA","Florida","Santa Rosa","Allentown","0"
"57Avalon",1429,"Point",57,"USA","Florida","Santa Rosa","Avalon","0"
"57Bagdad",1443,"Point",57,"USA","Florida","Santa Rosa","Bagdad","3"
"57Berrydale",1437,"Point",57,"USA","Florida","Santa Rosa","Berrydale","0"
"57Blackwater River CF",1460,"Point",57,"USA","Florida","Santa Rosa","Blackwater River CF","0"
"57Brownsdale",1433,"Point",57,"USA","Florida","Santa Rosa","Brownsdale","0"
"57Chumuckla",1432,"Point",57,"USA","Florida","Santa Rosa","Chumuckla","0"
"57Cobbtown",1440,"Point",57,"USA","Florida","Santa Rosa","Cobbtown","0"
"57Dickerson City",1427,"Point",57,"USA","Florida","Santa Rosa","Dickerson City","0"
"57Dixonville",1451,"Point",57,"USA","Florida","Santa Rosa","Dixonville","0"
"57East Milton",1442,"Point",57,"USA","Florida","Santa Rosa","East Milton","0"
"57Fidelis",1438,"Point",57,"USA","Florida","Santa Rosa","Fidelis","0"
"57Garcon Point",1426,"Point",57,"USA","Florida","Santa Rosa","Garcon Point","0"
"57Gulf Breeze",1420,"Point",57,"USA","Florida","Santa Rosa","Gulf Breeze","371"
"57Harold",1446,"Point",57,"USA","Florida","Santa Rosa","Harold","0"
"57Harper",1425,"Point",57,"USA","Florida","Santa Rosa","Harper","0"
"57Holley",1424,"Point",57,"USA","Florida","Santa Rosa","Holley","0"
"57Jay",1449,"Point",57,"USA","Florida","Santa Rosa","Jay","62"
"57Milton",1445,"Point",57,"USA","Florida","Santa Rosa","Milton","802"
"57Mount Carmel",1450,"Point",57,"USA","Florida","Santa Rosa","Mount Carmel","0"
"57Mulat",1428,"Point",57,"USA","Florida","Santa Rosa","Mulat","0"
"57Munson",1436,"Point",57,"USA","Florida","Santa Rosa","Munson","0"
"57Navarre",1458,"Point",57,"USA","Florida","Santa Rosa","Navarre","312"
"57Navarre Beach",1457,"Point",57,"USA","Florida","Santa Rosa","Navarre Beach","0"
"57Oriolw Beach",1422,"Point",57,"USA","Florida","Santa Rosa","Oriolw Beach","0"
"57Pace",1430,"Point",57,"USA","Florida","Santa Rosa","Pace","179"
"57Pea Ridge",1444,"Point",57,"USA","Florida","Santa Rosa","Pea Ridge","0"
"57Pensacola Beach",1421,"Point",57,"USA","Florida","Santa Rosa","Pensacola Beach","6"
"57Pine Level",1434,"Point",57,"USA","Florida","Santa Rosa","Pine Level","0"
"57Point Baker",1447,"Point",57,"USA","Florida","Santa Rosa","Point Baker","0"
"57Roeville",1448,"Point",57,"USA","Florida","Santa Rosa","Roeville","0"
"57Santa Rosa CI",1459,"Point",57,"USA","Florida","Santa Rosa","Santa Rosa CI","0"
"57Springhill",1435,"Point",57,"USA","Florida","Santa Rosa","Springhill","0"
"57Wallace",1441,"Point",57,"USA","Florida","Santa Rosa","Wallace","0"
"57Whitfield",1439,"Point",57,"USA","Florida","Santa Rosa","Whitfield","0"
"57Woodlawn Beach",1423,"Point",57,"USA","Florida","Santa Rosa","Woodlawn Beach","0"
"58Bee Ridge",810,"Point",58,"USA","Florida","Sarasota","Bee Ridge","0"
"58Desoto Lakes",806,"Point",58,"USA","Florida","Sarasota","Desoto Lakes","0"
"58Englewood",182,"Point",58,"USA","Florida","Sarasota","Englewood","64"
"58Fruitville",805,"Point",58,"USA","Florida","Sarasota","Fruitville","0"
"58Gulf Gate Estates",816,"Point",58,"USA","Florida","Sarasota","Gulf Gate Estates","0"
"58Kensington Park",803,"Point",58,"USA","Florida","Sarasota","Kensington Park","0"
"58Lake Sarasota",809,"Point",58,"USA","Florida","Sarasota","Lake Sarasota","0"
"58Laurel",824,"Point",58,"USA","Florida","Sarasota","Laurel","2"
"58Longboat Key",1419,"Point",58,"USA","Florida","Sarasota","Longboat Key","2"
"58Longboat Key",339,"Point",58,"USA","Florida","Sarasota","Longboat Key","2"
"58New College of Florida",1552,"Point",58,"USA","Florida","Sarasota","New College of Florida","0"
"58Nokomis",360,"Point",58,"USA","Florida","Sarasota","Nokomis","93"
"58North Port",366,"Point",58,"USA","Florida","Sarasota","North Port","405"
"58North Sarasota",802,"Point",58,"USA","Florida","Sarasota","North Sarasota","0"
"58North Venice",1418,"Point",58,"USA","Florida","Sarasota","North Venice","3"
"58Osprey",353,"Point",58,"USA","Florida","Sarasota","Osprey","35"
"58Plantation",370,"Point",58,"USA","Florida","Sarasota","Plantation","0"
"58Ridge Wood Heights",814,"Point",58,"USA","Florida","Sarasota","Ridge Wood Heights","0"
"58Sarasota",342,"Point",58,"USA","Florida","Sarasota","Sarasota","3193"
"58Sarasota Beach",815,"Point",58,"USA","Florida","Sarasota","Sarasota Beach","0"
"58Sarasota Springs",812,"Point",58,"USA","Florida","Sarasota","Sarasota Springs","0"
"58Siesta Key",343,"Point",58,"USA","Florida","Sarasota","Siesta Key","4"
"58South Gate Ridge",811,"Point",58,"USA","Florida","Sarasota","South Gate Ridge","0"
"58South Sarasota",813,"Point",58,"USA","Florida","Sarasota","South Sarasota","0"
"58South Venice",830,"Point",58,"USA","Florida","Sarasota","South Venice","0"
"58Southgate",808,"Point",58,"USA","Florida","Sarasota","Southgate","0"
"58The Meadows",807,"Point",58,"USA","Florida","Sarasota","The Meadows","0"
"58Vamo",817,"Point",58,"USA","Florida","Sarasota","Vamo","0"
"58Venice",362,"Point",58,"USA","Florida","Sarasota","Venice","322"
"58Venice Gardens",829,"Point",58,"USA","Florida","Sarasota","Venice Gardens","0"
"58Warm Mineral Springs",831,"Point",58,"USA","Florida","Sarasota","Warm Mineral Springs","0"
"59Altamonte Springs",86,"Point",59,"USA","Florida","Seminole","Altamonte Springs","860"
"59Casselberry",70,"Point",59,"USA","Florida","Seminole","Casselberry","562"
"59Chuluota",67,"Point",59,"USA","Florida","Seminole","Chuluota","57"
"59Fern Park",81,"Point",59,"USA","Florida","Seminole","Fern Park","20"
"59Forest City",84,"Point",59,"USA","Florida","Seminole","Forest City","0"
"59Geneva",51,"Point",59,"USA","Florida","Seminole","Geneva","61"
"59Goldenrod",546,"Point",59,"USA","Florida","Seminole","Goldenrod","2"
"59Heathrow",1192,"Point",59,"USA","Florida","Seminole","Heathrow","10"
"59Lake Mary",54,"Point",59,"USA","Florida","Seminole","Lake Mary","500"
"59Lake Monroe",47,"Point",59,"USA","Florida","Seminole","Lake Monroe","3"
"59Longwood",65,"Point",59,"USA","Florida","Seminole","Longwood","640"
"59Oviedo",66,"Point",59,"USA","Florida","Seminole","Oviedo","842"
"59Sanford",46,"Point",59,"USA","Florida","Seminole","Sanford","1245"
"59Wekiva Springs",541,"Point",59,"USA","Florida","Seminole","Wekiva Springs","0"
"59Winter Springs",71,"Point",59,"USA","Florida","Seminole","Winter Springs","421"
"5Angel City",561,"Point",5,"USA","Florida","Brevard","Angel City","0"
"5At Large",1201,"Point",5,"USA","Florida","Brevard","At Large","0"
"5Barefoot Bay",1197,"Point",5,"USA","Florida","Brevard","Barefoot Bay","9"
"5Bellwood",544,"Point",5,"USA","Florida","Brevard","Bellwood","0"
"5Canova Beach",585,"Point",5,"USA","Florida","Brevard","Canova Beach","0"
"5Cape Canaveral",95,"Point",5,"USA","Florida","Brevard","Cape Canaveral","53"
"5Cocoa",102,"Point",5,"USA","Florida","Brevard","Cocoa","478"
"5Cocoa Beach",115,"Point",5,"USA","Florida","Brevard","Cocoa Beach","117"
"5Courtenay",550,"Point",5,"USA","Florida","Brevard","Courtenay","0"
"5Eau Gallie",589,"Point",5,"USA","Florida","Brevard","Eau Gallie","0"
"5Frontenac",551,"Point",5,"USA","Florida","Brevard","Frontenac","0"
"5Grant-Valkaria",605,"Point",5,"USA","Florida","Brevard","Grant-Valkaria","15"
"5Indialantic",127,"Point",5,"USA","Florida","Brevard","Indialantic","71"
"5Indian Harbour Beach",124,"Point",5,"USA","Florida","Brevard","Indian Harbour Beach","31"
"5Indian River City",542,"Point",5,"USA","Florida","Brevard","Indian River City","0"
"5June Park",597,"Point",5,"USA","Florida","Brevard","June Park","0"
"5Malabar",137,"Point",5,"USA","Florida","Brevard","Malabar","23"
"5Melbourne",128,"Point",5,"USA","Florida","Brevard","Melbourne","1246"
"5Melbourne Beach",131,"Point",5,"USA","Florida","Brevard","Melbourne Beach","40"
"5Melbourne Village",602,"Point",5,"USA","Florida","Brevard","Melbourne Village","0"
"5Merritt Island",108,"Point",5,"USA","Florida","Brevard","Merritt Island","304"
"5Micco",606,"Point",5,"USA","Florida","Brevard","Micco","3"
"5Mims",55,"Point",5,"USA","Florida","Brevard","Mims","46"
"5Palm Bay",133,"Point",5,"USA","Florida","Brevard","Palm Bay","848"
"5Palm Shores",122,"Point",5,"USA","Florida","Brevard","Palm Shores","6"
"5Patrick Air Force Base",1198,"Point",5,"USA","Florida","Brevard","Patrick Air Force Base","20"
"5Pineda",572,"Point",5,"USA","Florida","Brevard","Pineda","0"
"5Port Saint John",92,"Point",5,"USA","Florida","Brevard","Port Saint John","3"
"5Rockledge",111,"Point",5,"USA","Florida","Brevard","Rockledge","262"
"5Satellite Beach",121,"Point",5,"USA","Florida","Brevard","Satellite Beach","109"
"5Scottsmoor",41,"Point",5,"USA","Florida","Brevard","Scottsmoor","1"
"5Sebastian",1199,"Point",5,"USA","Florida","Brevard","Sebastian","7"
"5Sharpes",554,"Point",5,"USA","Florida","Brevard","Sharpes","1"
"5Shiloh",520,"Point",5,"USA","Florida","Brevard","Shiloh","0"
"5South Patrick Shores",571,"Point",5,"USA","Florida","Brevard","South Patrick Shores","0"
"5Titusville",61,"Point",5,"USA","Florida","Brevard","Titusville","286"
"5Turnbull",524,"Point",5,"USA","Florida","Brevard","Turnbull","0"
"5Valkaria",138,"Point",5,"USA","Florida","Brevard","Valkaria","2"
"5Viera",1200,"Point",5,"USA","Florida","Brevard","Viera","36"
"5West Melbourne",134,"Point",5,"USA","Florida","Brevard","West Melbourne","82"
"5Wilson",527,"Point",5,"USA","Florida","Brevard","Wilson","0"
"60Bushnell",100,"Point",60,"USA","Florida","Sumter","Bushnell","183"
"60Center Hill",106,"Point",60,"USA","Florida","Sumter","Center Hill","29"
"60Coleman",73,"Point",60,"USA","Florida","Sumter","Coleman","25"
"60Lake Panasoffkee",88,"Point",60,"USA","Florida","Sumter","Lake Panasoffkee","39"
"60Oxford",49,"Point",60,"USA","Florida","Sumter","Oxford","48"
"60Saint Catherine",562,"Point",60,"USA","Florida","Sumter","Saint Catherine","0"
"60Sumterville",87,"Point",60,"USA","Florida","Sumter","Sumterville","13"
"60The Villages",1191,"Point",60,"USA","Florida","Sumter","The Villages","290"
"60Webster",110,"Point",60,"USA","Florida","Sumter","Webster","32"
"60Wildwood",58,"Point",60,"USA","Florida","Sumter","Wildwood","123"
"61Branford",451,"Point",61,"USA","Florida","Suwannee","Branford","33"
"61Dowling Park",431,"Point",61,"USA","Florida","Suwannee","Dowling Park","3"
"61Ellaville",870,"Point",61,"USA","Florida","Suwannee","Ellaville","0"
"61Falmouth",874,"Point",61,"USA","Florida","Suwannee","Falmouth","0"
"61Houston",884,"Point",61,"USA","Florida","Suwannee","Houston","0"
"61Live Oak",421,"Point",61,"USA","Florida","Suwannee","Live Oak","737"
"61Luraville",912,"Point",61,"USA","Florida","Suwannee","Luraville","0"
"61Mcalpin",436,"Point",61,"USA","Florida","Suwannee","Mcalpin","23"
"61Newburn",895,"Point",61,"USA","Florida","Suwannee","Newburn","0"
"61O Brien",922,"Point",61,"USA","Florida","Suwannee","O Brien","38"
"61Suwannee",866,"Point",61,"USA","Florida","Suwannee","Suwannee","0"
"61Wellborn",424,"Point",61,"USA","Florida","Suwannee","Wellborn","17"
"62Athena",940,"Point",62,"USA","Florida","Taylor","Athena","0"
"62Boyd",916,"Point",62,"USA","Florida","Taylor","Boyd","0"
"62Dekle Beach",969,"Point",62,"USA","Florida","Taylor","Dekle Beach","0"
"62Eridu",904,"Point",62,"USA","Florida","Taylor","Eridu","0"
"62Foley",935,"Point",62,"USA","Florida","Taylor","Foley","0"
"62Hampton Springs",936,"Point",62,"USA","Florida","Taylor","Hampton Springs","0"
"62Lake Bird",907,"Point",62,"USA","Florida","Taylor","Lake Bird","0"
"62Perry",445,"Point",62,"USA","Florida","Taylor","Perry","173"
"62Pinland",937,"Point",62,"USA","Florida","Taylor","Pinland","0"
"62Salem",726,"Point",62,"USA","Florida","Taylor","Salem","1"
"62Shady Grove",905,"Point",62,"USA","Florida","Taylor","Shady Grove","3"
"62Steinhatchee",270,"Point",62,"USA","Florida","Taylor","Steinhatchee","19"
"62Tennille",725,"Point",62,"USA","Florida","Taylor","Tennille","0"
"63Dukes",917,"Point",63,"USA","Florida","Union","Dukes","0"
"63Florida Dept Of Corrections",1190,"Point",63,"USA","Florida","Union","Florida Dept Of Corrections","22"
"63Lake Butler",437,"Point",63,"USA","Florida","Union","Lake Butler","81"
"63Raiford",433,"Point",63,"USA","Florida","Union","Raiford","36"
"63Worthington Springs",928,"Point",63,"USA","Florida","Union","Worthington Springs","0"
"64Allandale",494,"Point",64,"USA","Florida","Volusia","Allandale","0"
"64Ariel",512,"Point",64,"USA","Florida","Volusia","Ariel","0"
"64Barberville",496,"Point",64,"USA","Florida","Volusia","Barberville","0"
"64Cassadaga",514,"Point",64,"USA","Florida","Volusia","Cassadaga","1"
"64Daytona Beach",9,"Point",64,"USA","Florida","Volusia","Daytona Beach","1083"
"64Daytona Beach Shores",491,"Point",64,"USA","Florida","Volusia","Daytona Beach Shores","1"
"64De Leon Springs",28,"Point",64,"USA","Florida","Volusia","De Leon Springs","73"
"64Debary",35,"Point",64,"USA","Florida","Volusia","Debary","216"
"64Deland",508,"Point",64,"USA","Florida","Volusia","Deland","831"
"64Deltona",33,"Point",64,"USA","Florida","Volusia","Deltona","1026"
"64Deltona",33,"Point",64,"USA","Florida","Volusia","Deltona","1"
"64Edgewater",25,"Point",64,"USA","Florida","Volusia","Edgewater","108"
"64Eldridge",493,"Point",64,"USA","Florida","Volusia","Eldridge","0"
"64Enterprise",37,"Point",64,"USA","Florida","Volusia","Enterprise","5"
"64Glencoe",507,"Point",64,"USA","Florida","Volusia","Glencoe","0"
"64Holly Hill",5,"Point",64,"USA","Florida","Volusia","Holly Hill","94"
"64Lake Helen",29,"Point",64,"USA","Florida","Volusia","Lake Helen","23"
"64Maytown",521,"Point",64,"USA","Florida","Volusia","Maytown","0"
"64New Smyrna Beach",24,"Point",64,"USA","Florida","Volusia","New Smyrna Beach","243"
"64North De Land",509,"Point",64,"USA","Florida","Volusia","North De Land","0"
"64Oak Hill",42,"Point",64,"USA","Florida","Volusia","Oak Hill","15"
"64Orange City",31,"Point",64,"USA","Florida","Volusia","Orange City","330"
"64Ormond-By-The-Sea",979,"Point",64,"USA","Florida","Volusia","Ormond-By-The-Sea","0"
"64Ormond Beach",481,"Point",64,"USA","Florida","Volusia","Ormond Beach","432"
"64Osteen",38,"Point",64,"USA","Florida","Volusia","Osteen","19"
"64Pierson",11,"Point",64,"USA","Florida","Volusia","Pierson","92"
"64Ponce Inlet",17,"Point",64,"USA","Florida","Volusia","Ponce Inlet","9"
"64Port Orange",15,"Point",64,"USA","Florida","Volusia","Port Orange","335"
"64Samsula",504,"Point",64,"USA","Florida","Volusia","Samsula","0"
"64Seville",4,"Point",64,"USA","Florida","Volusia","Seville","41"
"64South Daytona",10,"Point",64,"USA","Florida","Volusia","South Daytona","50"
"64West De Land",515,"Point",64,"USA","Florida","Volusia","West De Land","0"
"65Crawfordville",452,"Point",65,"USA","Florida","Wakulla","Crawfordville","242"
"65Medart",953,"Point",65,"USA","Florida","Wakulla","Medart","0"
"65Newport",934,"Point",65,"USA","Florida","Wakulla","Newport","0"
"65Panacea",963,"Point",65,"USA","Florida","Wakulla","Panacea","3"
"65Saint Marks",456,"Point",65,"USA","Florida","Wakulla","Saint Marks","3"
"65Sanborn",962,"Point",65,"USA","Florida","Wakulla","Sanborn","0"
"65Smith Creek",945,"Point",65,"USA","Florida","Wakulla","Smith Creek","0"
"65Sopchoppy",465,"Point",65,"USA","Florida","Wakulla","Sopchoppy","8"
"65Wakulla",924,"Point",65,"USA","Florida","Wakulla","Wakulla","0"
"65Wakulla Beach",941,"Point",65,"USA","Florida","Wakulla","Wakulla Beach","0"
"65Wakulla Springs",1189,"Point",65,"USA","Florida","Wakulla","Wakulla Springs","1"
"66Alys Beach",1185,"Point",66,"USA","Florida","Walton","Alys Beach","0"
"66Defuniak Springs",990,"Point",66,"USA","Florida","Walton","Defuniak Springs","267"
"66Freeport",1178,"Point",66,"USA","Florida","Walton","Freeport","76"
"66Inlet Beach",1183,"Point",66,"USA","Florida","Walton","Inlet Beach","23"
"66Marimar Beach",1177,"Point",66,"USA","Florida","Walton","Marimar Beach","0"
"66Paxton",1187,"Point",66,"USA","Florida","Walton","Paxton","3"
"66Portland",1179,"Point",66,"USA","Florida","Walton","Portland","0"
"66Rosemary Beach",1184,"Point",66,"USA","Florida","Walton","Rosemary Beach","0"
"66Santa Rosa Beach",987,"Point",66,"USA","Florida","Walton","Santa Rosa Beach","238"
"66Seagrove Beach",1182,"Point",66,"USA","Florida","Walton","Seagrove Beach","0"
"67Caryville",1175,"Point",67,"USA","Florida","Washington","Caryville","9"
"67Chipley",411,"Point",67,"USA","Florida","Washington","Chipley","202"
"67Point Washington",1176,"Point",67,"USA","Florida","Walton","Point Washington","0"
"67Vernon",988,"Point",67,"USA","Florida","Washington","Vernon","40"
"67Wausau",900,"Point",67,"USA","Florida","Washington","Wausau","0"
"6Broadview Park",687,"Point",6,"USA","Florida","Broward","Broadview Park","0"
"6Browardale",684,"Point",6,"USA","Florida","Broward","Browardale","0"
"6City Of Sunrise",1202,"Point",6,"USA","Florida","Broward","City Of Sunrise","3"
"6Coconut Creek",199,"Point",6,"USA","Florida","Broward","Coconut Creek","710"
"6Collier Manor",664,"Point",6,"USA","Florida","Broward","Collier Manor","0"
"6Cooper City",223,"Point",6,"USA","Florida","Broward","Cooper City","298"
"6Coral Springs",202,"Point",6,"USA","Florida","Broward","Coral Springs","1561"
"6Cresthaven",663,"Point",6,"USA","Florida","Broward","Cresthaven","0"
"6Dania",1203,"Point",6,"USA","Florida","Broward","Dania","288"
"6Dania Beach",220,"Point",6,"USA","Florida","Broward","Dania Beach","8"
"6Davie",222,"Point",6,"USA","Florida","Broward","Davie","1262"
"6Deerfield Beach",190,"Point",6,"USA","Florida","Broward","Deerfield Beach","1165"
"6Fern Crest Village",693,"Point",6,"USA","Florida","Broward","Fern Crest Village","0"
